# Constructed from biom file
#OTU ID	H2-A-B	H2-A-M	H2-A-T	H2-B-B	H2-B-M	H2-B-T	H2-C-B	H2-C-M	H2-C-T	H3-A-B	H3-A-M	H3-A-T	H3-B-B	H3-B-M	H3-B-T	H3-C-B	H3-C-M	H3-C-T	H4-A-B	H4-A-M	H4-A-T	H4-B-B	H4-B-M	H4-B-T	H4-C-B	H4-C-M	H4-C-T	H5-A-M	H5-B-B	H5-B-M	H5-B-T	H5-C-B	H5-C-T	H6-A-B	H6-A-M	H6-A-T	H6-B-B	H6-B-M	H6-C-B	H6-C-M	H6-C-T	H7-B-B	H7-B-M	H7-B-T	H7-C-M	H7-C-T
D_0__Archaea;D_1__Euryarchaeota;D_2__Halobacteria;D_3__Halobacteriales;D_4__Halobacteriaceae;D_5__Candidatus Halobonum	0.00327409423463	0.00767056162835	0.00769645849308	0.00417179592395	0.00505444280145	0.00148392415499	0.00507569011576	0.00741270563756	0.00678271962166	0.00175305323438	0.00160564552897	0.00329235652195	0.00532195636875	0.00376326743775	0.00357686957674	0.00441382876561	0.00300971102072	0.000793836096194	0.00245064669843	0.00152947493451	0.00315751182248	0.00244607047213	0.0128219646924	0.00704437742352	0.00503666693529	0.0103140426426	0.00238669884688	0.00292336914584	0.00244407312268	0.00617763953689	0.00284402310769	0.00604312177346	0.00536125503742	0.0102122148052	0.0164177564549	0.0100927441353	0.00996278140886	0.00988441019561	0.00630658757415	0.0324863852669	0.00696594427245	0.0198934334875	0.0254877582249	0.00205621617427	0.0164204967407	0.0043301759134
D_0__Archaea;D_1__Euryarchaeota;D_2__Halobacteria;D_3__Halobacteriales;D_4__Halobacteriaceae;D_5__Halapricum	0.0228917123648	0.0474180173389	0.0338246570674	0.0161947749966	0.0272079580589	0.0155605935697	0.0173642030276	0.0450451914949	0.0331046498965	0.0386840413721	0.119769262791	0.0753689097326	0.0226219798264	0.053315515414	0.0527257070941	0.0400384132378	0.0891391756213	0.0990427270605	0.0282814530602	0.0454449307669	0.0585522008003	0.0258946081016	0.0889484479005	0.0919646704007	0.0281650415021	0.0717991807583	0.072995441137	0.0693150115748	0.0497668154725	0.0828473302229	0.0550733224707	0.0542058912845	0.0465781519862	0.0347381355651	0.0529159895793	0.0660120021822	0.0304103122731	0.0377296976882	0.0205900718077	0.0660894363415	0.037859824781	0.0622299577093	0.101727875542	0.140967197533	0.0821712462524	0.146807725427
D_0__Archaea;D_1__Euryarchaeota;D_2__Halobacteria;D_3__Halobacteriales;D_4__Halobacteriaceae;D_5__Haloarchaeobius	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00147143177794	0.0	0.0	0.000212572122684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Archaea;D_1__Euryarchaeota;D_2__Halobacteria;D_3__Halobacteriales;D_4__Halobacteriaceae;D_5__Haloarcula	0.000444630081246	0.000471164719186	0.00017040129505	0.000300916427301	9.4098669176e-05	0.00274113767519	0.00142475512021	0.0010403797386	0.00329801963255	0.00551237850367	0.00897972129165	0.00890594282195	0.0141772226132	0.00281093037187	0.0102890198936	0.00786732658639	0.00721860377625	0.00812514592575	0.0326257812983	0.00811923396085	0.010505638414	0.0167007570166	0.0149233072868	0.00392072382594	0.0233298412443	0.000693204495326	0.00474658085278	0.00145426485428	0.00808040501783	0.00144720926214	0.00460672492964	0.0165198906772	0.00158318940702	0.010660555943	0.00515876086564	0.00616778808268	0.0136846405229	0.00253408417309	0.00226350296597	0.00302358741775	0.00350767406627	0.000305348173255	0.00200841622035	0.022715369246	0.000646367962153	0.0134579899127
D_0__Archaea;D_1__Euryarchaeota;D_2__Halobacteria;D_3__Halobacteriales;D_4__Halobacteriaceae;D_5__Halobacterium	0.00123957477196	0.000414624952884	0.000965607338616	0.00109424155382	0.00119639736524	0.00103050288541	0.000712377560107	0.000406398335392	0.000824504908138	0.000389567385418	0.000555037960632	0.0012553589616	0.000439831104856	0.00019968357833	0.000331191627476	0.00118194577824	0.00134026193891	0.000583703011908	0.00129958537038	0.00139930685498	0.000785740269189	0.001982160555	0.00108212852164	0.0016156828953	0.00189378676767	0.00170150194307	0.00034861893269	0.0064699946578	0.00258124049181	0.00360722308623	0.0026218338024	0.00403887033101	0.00453367875648	0.00793729866162	0.0164306533571	0.00218221494817	0.00349491648511	0.00245998814464	0.00607243209491	0.0018897421361	0.00115275673539	0.000458022259882	9.56388676358e-05	9.69913289752e-05	0.000371317765492	0.000221429450117
D_0__Archaea;D_1__Euryarchaeota;D_2__Halobacteria;D_3__Halobacteriales;D_4__Halobacteriaceae;D_5__Halobaculum	0.000350314609467	0.000263852242744	0.000255601942575	0.00058815483518	0.000241968006452	0.00245259686727	0.000118729593351	0.000162559334157	0.00290910222305	0.00350610646877	0.00275536701885	0.00665577109832	0.00787297677692	0.000645131560758	0.00238457971782	0.00467237940459	0.00112864163277	0.00322204062573	0.00439383625224	0.00252200654095	0.0206184066933	0.0104590599498	0.000503315591459	0.00385609651012	0.071681843823	0.000210061968281	0.00809868597479	0.00258206208821	0.00285557523007	0.00122040781061	0.00679899274182	0.0130883692681	0.00242875647668	0.000498156819767	0.00131548402074	0.00328847669273	0.000385802469136	0.00245998814464	0.0009834530128	0.000171794739645	0.00329359067255	0.00016794149529	0.000191277735272	0.00244418149017	0.000233792667162	0.00103333743388
D_0__Archaea;D_1__Euryarchaeota;D_2__Halobacteria;D_3__Halobacteriales;D_4__Halobacteriaceae;D_5__Halobellus	0.000700629218933	0.00465510742556	0.00721365482378	0.00165504035016	0.00115606936416	0.00478153338829	0.000445235975067	0.00149554587424	0.0064404723013	9.73918463546e-05	0.000515392392015	0.0106113361283	0.000542458362655	0.034360935748	0.0237133205273	0.000350890152914	0.000517294081685	0.000537006770955	0.00288384182189	0.000976260596495	0.000436522371772	0.00326845623432	0.00118279163993	0.00068935803533	0.00161173341929	0.000609179708014	0.000965406275141	0.000281949308482	0.00693318702147	0.000280801797132	0.00167382609984	0.00206498633465	0.00259067357513	0.00116236591279	0.0023343392917	0.000863793416985	0.0018836238199	0.000696502667457	0.000905401186388	0.000515384218935	0.00469336670839	0.0181834837173	0.00492540168324	0.000989311555547	0.0030393046731	0.000369049083528
D_0__Archaea;D_1__Euryarchaeota;D_2__Halobacteria;D_3__Halobacteriales;D_4__Halobacteriaceae;D_5__Halococcus	0.0884274916127	0.0385789672069	0.065093294709	0.0882095472576	0.0748218846619	0.0583882934872	0.0499851588008	0.026123284999	0.0432165025435	0.0673367225696	0.0269788094436	0.0130036239608	0.0445842129955	0.0226564060028	0.0161621514208	0.0738162074315	0.0120858708176	0.0177679196825	0.00816882232811	0.0131632470427	0.00833757730084	0.0305969677161	0.0174776339134	0.0148427401982	0.0156741075026	0.0158176662115	0.00949316170555	0.0133406541224	0.0328827593087	0.0247753585623	0.0468671307954	0.0221986030975	0.0258527633851	0.096094450533	0.036150016766	0.0432199793902	0.0387844952796	0.0347658565501	0.115032781767	0.0532048308681	0.0387820301693	0.0265958258905	0.0128315480745	0.0180985819868	0.0106581951206	0.00927543363267
D_0__Archaea;D_1__Euryarchaeota;D_2__Halobacteria;D_3__Halobacteriales;D_4__Halobacteriaceae;D_5__Haloferax	0.0	0.0	0.0	0.0	2.68853340503e-05	0.0	0.0	0.0	0.0	0.0	3.96455686166e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.68168409761e-05	0.0	3.740928249e-05	0.00072360463107	0.0	6.07348921956e-05	8.99539435809e-05	0.0	3.86907064923e-05	0.000303085409468	9.07770515614e-05	1.48192056906e-05	1.56103652825e-05	6.8717895858e-05	0.0	0.0	1.59398112726e-05	0.0	1.3752509833e-05	0.0
D_0__Archaea;D_1__Euryarchaeota;D_2__Halobacteria;D_3__Halobacteriales;D_4__Halobacteriaceae;D_5__Halogranum	0.000107789110605	3.76931775349e-05	0.00017040129505	0.000177814252496	6.72133351257e-05	6.18301731245e-05	2.96823983378e-05	0.00022758306782	7.77834818998e-05	1.94783692709e-05	3.96455686166e-05	0.0	0.0	4.60808257684e-05	0.0	0.0	0.0	0.0	7.42620211647e-05	0.00030914918889	0.0	0.0	5.03315591459e-05	8.61697544162e-05	0.000120880006447	4.20123936561e-05	0.000134084204881	0.0	1.246976083e-05	1.08000691204e-05	0.000222189305288	0.0	0.00169113413932	0.000415130683139	2.57938043282e-05	3.03085409468e-05	0.000590050835149	0.000414937759336	0.00073368716828	0.000137435791716	4.94038600883e-05	0.000213743721278	4.78194338179e-05	0.0	8.25150589983e-05	7.38098167056e-05
